index,question,gold,response,f1,precision,recall,rl
11,职员 英文,"[""1. clerk：职员，办事员，事务员：在办公室工作的人员，从事诸如保管档案记录、保持通信联系或归档备案等工作。书记员：保管档案记录及从事法庭或立法机关日常事务的人。2. staff全体雇员：为特定的企事业工作的人员。3. worker工作者：在某一特定职业或活动工作的人。劳工，工人：从事体力或工业劳动的人。4. staff member职员，雇员。5. office staff办公室职员。6. office worker机关工作人员，企事业单位办公室职员。7. corporate personnel公司职员，企业人员。""]",职员常见的英文表达有clerk、staff、staff member、office staff、office worker、employee、corporate personnel、company employee。,0.42902208201892744,0.7157894736842105,0.3063063063063063,0.39116719242902204
12,电蚊拍能电死人吗,"[""虽然电压高，但电流只有10MA所以一般来说都是没事的你要知道，电死人的原因不是电压，而是电流，当心脏流过电流过大时，才会致命""]",正常情况下电蚊拍能量小、电流极低，不会电死人，但会使人感到疼痛、麻痹，产生不适，使用时仍需注意安全。,0.2,0.23255813953488372,0.17543859649122806,0.15999999999999998
13,遮光垫有用吗,"[""用了两年，效果良好，不反光，防止仪表台暴晒，值得购买！"", ""1、黑色是最吸热的颜色；2、大家都知道热量传递是高的传向低的，那么避光垫所吸收的热量是怎么散发的? 很显然，到一定温度，回传向工作台，那么就等于没有必要避光了。工作台本身就是深色，反光小。所以没必要买这个，毫无用处。""]",遮光垫有一定作用，可减少前挡风玻璃反光，避免中控台被阳光直晒导致的老化、烫手，部分产品还能减少夜间灯光折射盲区，但劣质或安装不当的遮光垫可能腐蚀中控台、影响副驾气囊弹出，且多数不具备隔热效果，还可能存在积尘、影响美观的问题，需选购合格的专车专用产品。,0.17307692307692307,0.15789473684210525,0.19148936170212766,0.08653846153846154
14,2016机场吞吐量排名,"[""1、北京首都国际机场（9439.3万人次）；2、上海浦东国际机场（6600.2万人次）；3、广州白云国际机场（5973.2万人次）；4、成都双流国际机场（4603.9万人次）；5、昆明长水国际机场（4198.0万人次）；6、深圳宝安国际机场（4197.5万人次）；7、上海虹桥国际机场（4046.0万人次）；8、西安咸阳国际机场（3699.5万人次）；9、重庆江北国际机场（3588.9万人次）；10、杭州萧山国际机场（3159.5万人次）。""]","2016年中国10大客运机场旅客吞吐量排名为：
1.北京首都国际机场（9439.3万人次）
2.上海浦东国际机场（6600.2万人次）
3.广州白云国际机场（5973.2万人次）
4.成都双流国际机场（4603.9万人次）
5.昆明长水国际机场（4198.0万人次）
6.深圳宝安国际机场（4197.5万人次）
7.上海虹桥国际机场（4046.0万人次）
8.西安咸阳国际机场（3699.5万人次）
9.重庆江北国际机场（3588.9万人次）
10.杭州萧山国际机场（3159.5万人次）

2016年中国10大货运机场货邮吞吐量排名为：
1.上海浦东国际机场（344万吨）
2.北京首都国际机场（194.3万吨）
3.广州白云国际机场（165.2万吨）
4.深圳宝安国际机场（112.6万吨）
5.成都双流国际机场（61.2万吨）
6.",0.7434782608695651,0.5916955017301038,1.0,0.7434782608695651
15,德意和方太哪个好,"[""这两个都是品牌，质量没问题，买任何一个都可以，重要的是，要买哪种类型的。"", ""首先方太和德意都是专门做厨卫家电的老品牌，算起来都有几十年的历史了，非常的不容易，品质和口碑都是非常好的。""]","二者都是做厨卫家电的老品牌，品质口碑都不错，可根据需求选择：
1. 定位：方太主打中高端，产品线侧重侧吸式油烟机，外观设计时尚，操作简单，售后服务稍好；
2. 德意侧重欧式油烟机，主打全直流变频技术，功能设计有新意，性价比更高。",0.3194444444444444,0.24210526315789474,0.46938775510204084,0.23611111111111108
16,紫薯苗哪里卖,"[""北京金辉颗源种子公司。""]",您可以通过阿里巴巴平台批发采购，也可联系嘉祥金薯地瓜种植、山东嘉祥祥城薯业种植专业合作社等供应商购买，还可以查询世界工厂网移动版相关供应信息。,0.051948051948051945,0.029850746268656716,0.2,0.051948051948051945
17,白羊女喜欢一个人的表现,"[""白羊座女生喜欢一个人的表现其实很容易看出来，白羊女生通常表现的比较矛盾，她会故意让自己进入喜欢的人的视线，但表现的不经意，白羊女生喜欢缠着自己喜欢的人，强烈的好奇心使她不知疲倦的关注对方的所有活动，她知道没可能时，每天告诉自己要放弃，但看不到对方时她还是会很不踏实，白羊女生给人感觉很洒脱，似乎放弃只是很容易办到的事情，但内心却是很久很久的煎熬。"", ""她会突然很关心你在不在线，见面时又会故意装得无所谓(其实她很注意你的一举一动)，在线聊天的时候经常断断续续的，比如有的消息很久才回。""]","1. 毫不掩饰爱意，会主动让对方、周围人感知到自己的喜欢，没有暧昧地带；
2. 主动关注对方，时常发消息嘘寒问暖，分享日常，总想着和对方做同一件事；
3. 原本外向活泼的性格会有所收敛，变得温柔小女人，会对对方撒娇；
4. 主动制造相处机会，刻意出现在对方面前，愿意体验对方喜欢的事物，也会邀请对方参与自己的活动；
5. 会为对方做出改变，比如调整穿衣打扮、优化言行，愿意为对方放弃重要的事；
6. 会把好东西分享给对方，对对方格外细心关心，有时会在对方面前故作无所谓，实际很在意对方的举动和看法。",0.30810810810810807,0.2727272727272727,0.35403726708074534,0.14594594594594598
18,上网的危害,"[""1.长时间面对电脑容易使皮肤产生斑点和皱纹，对于爱美的女性来说，这可是一个致命的伤害。2.长时间上网容易引起视觉疲劳，一般来说，如果人每分钟眨眼少于5次。而且持续时间较长，便会使眼睛干燥、疲劳，出现重影、视力模糊以及头颈疼痛等症状。3.迷恋上网的人容易产生电脑依赖症，离开上网就不知所措，找不到事情做甚至心烦意乱。4.迷恋上网的人，都会有熬夜的习惯，特别是那些迷恋网游的人，可以说达到了如痴如醉的地步。既影响正常的生活同时对身体的伤害也极大。特别是长期熬夜会使人体质变差和生物钟紊乱，最严重可导致休克或死亡。5.网络信息复杂，涉黄涉赌等各种负面信息铺天盖地，对于自控力差或未成年的人的心里容易产生不利影响。6.网络是一个很大社交场所，上面的人形形色色，鱼龙混杂，容易上当受骗。"", ""1.使自控能力差的同学沉溺网中，不能自拔，花费大量时间上网，从而影响学习成绩。2.网络良莠并存,容易接触不良网页，如色情、暴力等。又因为中学生常常容易受人影响、自控能力差、分辨能力弱，常常会因为网上不良内容而走上犯罪道路。3.长时间上网容易造成大脑缺氧，从而造成精神萎靡、眼睛长期处于紧张状态容易造成近视。4.一些长期长时间上网的学生容易产生孤独症，整天沉溺于幻想中脱离现实，而真正面对社会和人群的时候，就会因为想像和距离的问题产生退缩感，不敢正常与人沟通。5.许多中学生因为打一些暴力游戏使自己模糊了真人与游戏对象的区别，常常无意识地模仿游戏来对待身边的人。6.长期上网需要大量金钱，没有钱的时候，自控能力弱的人会采取违法的方式，不择手段地获取金钱从而走上犯罪道路。7.网吧这些上网的地方往往是无业游民、瘾君子、罪犯的藏匿地点，在这些地方逗留时间太久往往会出意外，或受人引诱。"", ""1.长时间上网容易引起食欲不振。2.长时间上网容易导致颈椎病。3.长时间上网容易影响人际关系。4.长时间上网容易增加开销。5.长时间上网辐射多。6.长时间上网还容易引起心理疾病。7.长时间上网危害视力。""]","### 生理危害
1. 损伤皮肤：易产生斑点、皱纹，电脑辐射可能影响胎儿发育；
2. 损害视力：引发视觉疲劳，出现眼干、视力模糊、近视等问题；
3. 引发躯体不适：导致肩颈腕酸胀、腰背疼痛、头痛、颈椎病、肩周炎、食欲不振，还可能诱发深静脉血栓、上肢紊乱症等；
4. 影响作息：造成生物钟紊乱、体质下降，严重时可致休克或死亡，青少年睡前上网还会引发失眠、学习困难。

### 心理与行为危害
1. 产生网络依赖、网络成瘾，脱离现实，引发社交退缩、孤独症，影响口头表达能力和现实人际交往；
2. 接触不良信息易诱发犯罪，模仿暴力游戏内容伤害他人，或为筹措上网费用实施违法活动；
3. 诱发心理问题：如健康焦虑症、孟乔森综合症、社交网站抑郁症等。

### 其他危害
无节制上网会影响学生学习成绩，还容易受网络消费诱导，产生不必要的开支。",0.41216216216216217,0.4236111111111111,0.40131578947368424,0.1925675675675676
19,择天记共有多少集,"[""52集。""]",关于《择天记》的集数存在不同说法，其中明确标注播出的电视剧版官方集数为52集。,0.15789473684210528,0.08571428571428572,1.0,0.15789473684210528
20,身份证有效期查询,"[""1、二代身份证有效期，可以直接查看身份证背面下方的：有效期限。2、可以根据自己的年龄大致估算：；根据《中华人民共和国居民身份证法》第五条：十六周岁以上公民的居民身份证的有效期为十年、二十年、长期。十六周岁至二十五周岁的，发给有效期十年的居民身份证；二十六周岁至四十五周岁的，发给有效期二十年的居民身份证；四十六周岁以上的，发给长期有效的居民身份证。未满十六周岁的公民，自愿申请领取居民身份证的，发给有效期五年的居民身份证。3、公民个人身份证的信息，目前只有公安机关可以直接查询。因为现在公民身份证的信息虽然已经在公安系统内部进行了全国联网，但不对外公开。只可以去派出所的户籍窗口进行查询。""]","1. 本人二代身份证可直接查看证件背面下方的有效期限；也可根据年龄估算：未满16周岁自愿申领的有效期5年，16-25周岁有效期10年，26-45周岁有效期20年，46周岁以上为长期有效。
2. 如需查询他人身份证有效期，仅可到公安机关查询，互联网不支持公开查询。",0.4461942257217848,0.7391304347826086,0.31954887218045114,0.3884514435695538
21,鼻子周围红红的,"[""就是皮肤对冷热比较敏感。"", ""可能是酒糟鼻早期，运动、饮食过热的食物或喝酒后后红斑可能加剧。"", ""脂溢性皮炎 。""]","鼻子周围红红的常见原因有脂溢性皮炎、玫瑰痤疮（酒糟鼻）、内火炽盛、过敏、皮肤冷热敏感、鼻炎、黑头相关刺激等。
可先明确病因再对症处理：日常注意局部清洁，用温水、弱碱性香皂清洗，避免用手挤黑头、大力擦患处；饮食清淡，少吃甜食、辛辣、高脂、海鲜类食物，多吃蔬果、多饮水，保持良好胃肠功能；注意皮肤保湿抗敏，避免冷热刺激、暴晒，可适当涂抹芦荟胶，若为螨虫感染或酒糟鼻需遵医嘱用药，规律作息避免内分泌紊乱。",0.16243654822335024,0.09467455621301775,0.5714285714285714,0.09137055837563453
22,浦发信用卡怎么查额度,"[""1、下载浦发银行手机银行到手机上，并安装。2、打开浦发银行手机银行，输入申请信用卡时填写的手机号，然后输入查询密码，不论是否开卡是否设置查询密码，这个地方只能输入888888进入激活。3、然后输入手机收到验证码，即可成功登录手机银行。在手机银行首页就会显示该信用卡的额度和取现额度。"", ""收到浦发银行已邮寄卡片的通知后，可以注册手机银行，然后查询信用卡额度。"", ""手机下载app浦发个人银行，输入身份证手机号就可以，前提是已批卡。""]","浦发信用卡查额度方式如下：
1. **手机银行查询**：下载浦发手机银行APP，输入申请时的手机号，用默认查询密码888888登录，输入验证码后即可在首页查看，批卡后即可使用该方式。
2. **电话查询**：拨打24小时客服热线400-820-8788，按语音提示输入证件号码后转2查询。
3. **网银查询**：已开通网银的用户可登录网银，在信用卡账户明细中查询。
4. **对账单查询**：通过每期信用卡对账单查看可用额度。
5. **微信查询**：绑定浦发信用卡官方微信，使用默认密码888888即可查询。",0.4620060790273556,0.3781094527363184,0.59375,0.28571428571428575
23,辐射避难所怎么刷箱子,"[""1.开局建好水电餐，宿舍。拉5S进电，加速，第一个到手。失败的话再试一次，还失败?重来吧，非洲人别玩了，实在不想重来就把人分配错，高s去水厂什么的，然后加速吧。总之不要完成2个正确分配这任务。2.把探索废土任务X了，任务左上有个小叉，这时候加速任务又出来了，加速。3.这时候会有升级和50水任务，如果差一个，完成正确分配2人，就会出来，这阶段完成50水和升级前，别完成50食物任务。4.拿到4盒子，这时候有3任务，穿武器和卖武器，还有50食物，先开箱子完成穿，卖的任务，最后完成50食物，会出现穿装备送以箱子任务，完成就5箱子了。"", ""1、把时间自动设置功能关了，然后把时间往回调七八个月应该够用了。2、时间往回调后，进入游戏重新建号。3、进入游戏，看任务信息，新手任务都很容易完成而且比较多任务会奖励箱子，如成功启动一次极速模式奖励一个箱子简单。4、利用调时间重置任务这个功能，把不想做的任务删掉就会重新刷一个任务出来，不断的刷收集水这样的任务箱子就源源不断出来了。"", ""开局随便做任务，可以领取3个箱子。当出现“出售一个武器或装备”之后，其他的任务尽量别做，否则容易无法触发下面的循环。放弃掉“出售一个武器或装备”，出现就放弃。放弃以后会刷出来3个任务，2个可以得到箱子（一个是收集50水，一个是升级一个小人），还有50食物的得到25瓶盖（也要做掉不能放弃）。然后循环好了，刷个20多个就可以开心的玩了。""]","辐射避难所刷箱子有以下几种方式：
1. 开局必5箱：建好水电餐、宿舍后，安排高S属性人物到发电站，加速完成第一个任务得箱子；关闭探索废土任务，再做加速任务得第二个；完成50水、升级人物任务得第三、第四个；先完成穿、卖武器任务，最后完成50食物任务，触发穿装备任务得第五个。
2. 循环刷箱：提前关闭系统时间自动设置，将时间往回调7-8个月后重建账号；出现“出售一个武器或装备”任务就放弃，会刷新出收集50水、升级小人两个得箱子的任务和50食物得瓶盖的任务，完成后循环操作即可，刷出的武器装备不要使用或售卖，避免无法继续刷任务。
3. 改变开箱内容：开箱子前存档，若开出的物品不满意，读档后进行打怪等操作消耗随机数，再开箱子即可更改产出内容。",0.4941176470588235,0.4483985765124555,0.5502183406113537,0.2627450980392157
24,神器圣物怎么获得,"[""任务获得，副本掉落，野外掉落。""]","神器圣物分两类，获取方式如下：
1. 魔兽世界神器圣物：①通过锻造、工程学等专业制造；②副本（5人本、团本、大秘境）首领掉落；③完成世界任务或开启世界任务宝箱获得；④世界怪物或世界小包厢几率掉落；⑤任务奖励。
2. DNF圣物装备：在赛丽亚商店购买传承装备圣物转换书，使用后将传承装备升级为圣物装备。",0.14285714285714285,0.078125,0.8333333333333334,0.1
25,奇怪的大冒险攻略,"[""1-1开头会碰到一个问号，不能顶。然后在跳跃处有一个隐藏的箱子，顶出后跳到箱子上，然后直接走下去即可。不要跳过去。然后可以看到一把钥匙，同样不能吃。地上的草也是不能走。然后看到地上有一个储存点，先将进度储存了。随后可以看到两个烟囱，此时依旧是不能跳下去。接着在左边烟囱处可以发现一个箱子，顶出来后站在上面。然后跳到对面的烟囱处，再二段跳跳到对面，因为这里会有飞弹飞出，所以不要进行停留。然后一路跳到女神身边即可，同样不要进行滞留。""]","### 全游戏相关说明
《奇怪的大冒险》是主打虐心玩法的动作解谜游戏，关卡设计奇葩，注意不要轻信游戏内的提示，遇到死法时跳出常规思路尝试即可。
### 具体关卡攻略
1. **1-3关**：该关卡要求8秒内击杀25个敌人，常规操作无法完成，需要先移动到最右边的时钟下方，反复击打时钟直到其停止计时，之后再攻击敌人即可轻松通关。
2. 其余全关卡的图文通关攻略可在游戏堡、搞趣攻略频道、4399游戏专区等平台查询对应内容。",0.17438692098092642,0.1839080459770115,0.16580310880829016,0.08719346049046321
26,excel中输入身份证后面都变成0,"[""原因：excel单元格只能默认保存15位数值，如超出将以0的方式呈现。解决方法：1、在输入身份证时，在前面打一个英文的“ ' ”号。2、选中要输入身份证号码的单元格，点击“常规”后的三角，选择“文本”，以后再输入超过15位以上的数值，就会正常显示了。""]","原因是Excel单元格默认仅能保存15位数值，超出15位的部分会以0呈现。
解决方法：
1. 输入身份证前，先输入一个英文状态下的单引号“'”，再输入号码即可；
2. 先选中要输入身份证的单元格，将其数字格式设置为“文本”，之后再输入身份证号码。",0.7069767441860465,0.7169811320754716,0.6972477064220184,0.6046511627906976
27,财务管理和会计的区别,"[""财务管理跟会计是两个专业，简单的说，会计是管钱的，财务管理是管会计的，财务管理专业其实跟会计专业差不多，一般就是比会计专业多学了高级财务管理、财务分析等有限的几门课程，除了数学等基础课外，财务管理专业学的有财务方面的，也有管理方面的，还有国际贸易类的一些课程，财务管理专业主要讲的内容应该侧重财务分析，对公司的财务状况进行分析，对企业今后的经营战略提出建议，同时参与企业的管理工作。""]","1. 工作内容不同：会计重在“算”，主要是事后核算，对已发生的经济业务进行记录、做账、编制报表；财务管理侧重财务分析，基于会计数据对企业财务状况进行研判，参与经营管理、提出战略决策建议，以资金管理为中心。
2. 学习侧重不同：财务管理专业比会计专业多学高级财务管理、财务分析等课程，除财务知识外还涉及管理、国际贸易类内容；会计专业更侧重会计实操，对会计相关内容的学习更详细具体。
3. 就业发展有差异：会计专业侧重实操技能，经验越丰富越吃香；财务管理专业更偏向统筹管理，相对升职速度更快。",0.5912596401028278,0.539906103286385,0.6534090909090909,0.3033419023136247
28,lol皮肤颜色在哪里买,"[""1、首先，登陆游戏，点击商城。2、点击“道具包”，即可看到具有炫彩皮肤的英雄了。3、选择需要购买的英雄炫彩皮肤。4、购买成功后，选择英雄后，点击皮肤，即可选择炫彩皮肤。"", ""登录客户端，找到商店，点进去；选择道具包，就可以看到炫彩礼包；搜索相关英雄，找到相应需要购买的炫彩皮肤；点击购买，选择使用点券或金币购买；如果没有点券，先去充值，之后再购买即可。""]","可通过以下途径购买：
1. 登录游戏客户端进入商城，点击“道具包”，选择需要的英雄炫彩皮肤使用点券购买；
2. 参与官方限时活动，在活动页面使用折扣Q币或金币购买；
3. 可在腾讯道聚城购买相应炫彩皮肤包。
*注：需先拥有对应英雄/原皮肤才能购买其炫彩皮肤。",0.5280898876404494,0.4351851851851852,0.6714285714285714,0.38202247191011235
29,本科毕业论文答辩流程,"[""学生走上讲台，做自我阐述。阐述的主要内容包括自我介绍、论文选题原因和论文的主要内容等，时间大约2—3分钟；答辩老师提问，学生回答。  一般对每个学生提三个问题，指导老师对自己指导的学生只能提一个问题，对其他学生可提两个问题。如果老师对学生回答不满意，可以追问，追问与之前提的问题合并算一个问题。  老师提问之后，学生可以下去准备，其他同学继续上台做自我阐述，大约三个同学做自我阐述（大约十分钟）之后，之前被提问的同学可上台回答老师提出的问题。学生也可以选择立即回答。帮忙做答辩记录的同学请做好问答记录；答辩前后都要记得向答辩老师和在场的同学致意和表示感谢。""]","本科毕业论文答辩流程如下：
1. 答辩前准备：准备至少3份纸质版论文定稿交给答辩老师，提前准备答辩记录表，找同组同学帮忙做答辩记录，提前梳理选题原因、论文结构、核心观点等相关问题，部分院校需准备答辩PPT并撰写答辩辞提前演练。
2. 现场答辩：学生按顺序上台做2-3分钟自我阐述，内容包括自我介绍、论文题目、选题意义、论文核心内容、结论等，部分院校要求PPT汇报时间约6分钟；阐述结束后回答答辩老师提问，部分院校提问环节约4-5分钟。
3. 答辩结束：学生及时誊写答辩记录表，等待答辩结果。",0.41900647948164144,0.45754716981132076,0.38645418326693226,0.2203023758099352
30,加坦杰厄怪兽排名第几,"[""Top7.加坦杰厄(黑暗的支配者)。""]","在不同的榜单中加坦杰厄的排名有所不同：
1. 文章1的十大怪兽排行中位列第7；
2. 文章3的前十名怪兽排行榜中位列第7。",0.18181818181818182,0.11538461538461539,0.42857142857142855,0.15151515151515152
31,zec是什么币,"[""Zcash是一种新的加密货币，其正式上线时间是在2016年10月28日。Zcash项目fork了bitcoin core 0.11版本的代码库，但与比特币和以太坊的最大不同在于，其增加了完全匿名的交易功能。因而，Zcash被誉为“无法跟踪的”。""]",ZEC是Zcash的代币，它是基于比特币代码修改开发的去中心化开源加密货币，采用零知识证明技术实现完全匿名交易，发行模式与比特币相似，约每4年产量减半，最大供应量为2100万。,0.3917525773195876,0.4634146341463415,0.3392857142857143,0.22680412371134023
32,南京志高空调售后维修电话,"[""400-6687-817；4000-994-633。"", ""040--0889-6615；400--897-9008。"", ""400-167-6796。""]","现有文章中列出的南京志高空调售后维修电话有多个，分别为：
400-6687-817、4000-994-633；
040-0889-6615、400-897-9008；
400-8765819；
400-167-6796；
025-8332-1152。
建议通过官方正规渠道核实正确的服务电话。",0.0,0.0,0.0,0.0
